state_FIPS,group_code,state,population_group,civ_population,labor_force,LF_PCT_POP,Employed_total,employed_PCT,Unemployed_total,Unemployed_PCT,error range
15,45,Hawaii,"White, 55 to 64 years",44,28,65.3,26,58.8,3,10.1,4.3 – 15.9
15,46,Hawaii,"White, 65 years and over",68,15,22.5,14,20.2,2,10.2,2.2 – 18.2
15,55,Hawaii,"Asian, 20 to 24 years",25,15,60.8,12,48.6,3,20,9.7 – 30.3
15,56,Hawaii,"Asian, 25 to 34 years",55,42,77.1,36,65.5,6,15,9.7 – 20.3
15,57,Hawaii,"Asian, 35 to 44 years",65,56,84.8,49,75.3,6,11.2,7.2 – 15.2
15,58,Hawaii,"Asian, 45 to 54 years",73,60,83,55,75.7,5,8.7,5.3 – 12.1
15,59,Hawaii,"Asian, 55 to 64 years",78,57,72.8,50,64.1,7,11.9,7.8 – 16.0
15,60,Hawaii,"Asian, 65 years and over",158,31,19.8,28,17.7,3,10.7,5.5 – 15.9
15,63,Hawaii,"Hispanic or Latino ethnicity, 25 to 34 years",19,15,80.3,12,65.3,3,18.6,7.6 – 29.6
15,65,Hawaii,"Hispanic or Latino ethnicity, 45 to 54 years",13,11,84.8,10,76.7,1,9.5,0.1 – 18.9
16,1,Idaho,Total,1406,896,63.7,849,60.4,46,5.2,4.5 – 5.9
16,2,Idaho,Men,697,496,71.2,472,67.8,24,4.9,3.9 – 5.9
16,3,Idaho,Women,710,399,56.2,377,53.1,22,5.6,4.4 – 6.8
16,4,Idaho,White,1319,839,63.6,796,60.4,42,5,4.2 – 5.8
16,5,Idaho,"White, men",653,466,71.3,445,68.1,21,4.6,3.6 – 5.6
16,6,Idaho,"White, women",666,373,56,352,52.9,21,5.6,4.4 – 6.8
16,13,Idaho,Hispanic or Latino ethnicity,167,120,72.2,111,66.7,9,7.6,5.0 – 10.2
16,14,Idaho,"Hispanic or Latino ethnicity, men",86,71,81.7,66,76.3,5,6.7,3.6 – 9.8
16,15,Idaho,"Hispanic or Latino ethnicity, women",80,50,61.8,45,56.4,4,8.8,4.6 – 13.0
16,16,Idaho,"Married men, spouse present",410,303,73.9,293,71.5,10,3.2,2.2 – 4.2
16,17,Idaho,"Married women, spouse present",393,220,56,211,53.6,9,4.2,2.9 – 5.5
16,18,Idaho,Women who maintain families,60,40,67.8,37,62.8,3,7.3,3.1 – 11.5
16,19,Idaho,"Total, 16 to 19 years",90,42,46.3,35,39.1,6,15.5,9.5 – 21.5
16,20,Idaho,"Total, 20 to 24 years",119,97,81.2,90,75.3,7,7.3,4.6 – 10.0
16,21,Idaho,"Total, 25 to 34 years",250,206,82.2,195,78,10,5.1,3.6 – 6.6
16,22,Idaho,"Total, 35 to 44 years",221,181,82.1,173,78.5,8,4.4,2.9 – 5.9
16,23,Idaho,"Total, 45 to 54 years",209,172,82.3,167,80,5,2.8,1.5 – 4.1
16,24,Idaho,"Total, 55 to 64 years",221,145,65.8,138,62.5,7,4.9,3.1 – 6.7
16,25,Idaho,"Total, 65 years and over",296,53,17.8,50,16.9,2,4.7,1.8 – 7.6
16,27,Idaho,"Men, 20 to 24 years",61,51,83.5,47,77,4,7.8,4.0 – 11.6
16,28,Idaho,"Men, 25 to 34 years",127,116,91.9,111,87.4,6,4.9,2.9 – 6.9
16,29,Idaho,"Men, 35 to 44 years",114,106,93.4,102,89.9,4,3.8,1.9 – 5.7
16,30,Idaho,"Men, 45 to 54 years",102,95,92.4,92,89.7,3,2.9,1.2 – 4.6
16,31,Idaho,"Men, 55 to 64 years",112,82,73.4,79,70.3,3,4.2,2.0 – 6.4
16,32,Idaho,"Men, 65 years and over",139,30,21.9,29,21,1,4.1,0.5 – 7.7
16,33,Idaho,"Women, 16 to 19 years",48,26,54.6,23,47.5,3,12.9,6.0 – 19.8
16,34,Idaho,"Women, 20 to 24 years",58,46,78.8,43,73.5,3,6.7,3.0 – 10.4
16,35,Idaho,"Women, 25 to 34 years",124,90,72.3,85,68.4,5,5.3,2.9 – 7.7
16,36,Idaho,"Women, 35 to 44 years",107,75,70.1,71,66.4,4,5.3,2.7 – 7.9
16,37,Idaho,"Women, 45 to 54 years",107,77,72.6,75,70.6,2,2.7,0.9 – 4.5
16,38,Idaho,"Women, 55 to 64 years",109,63,57.9,59,54.6,4,5.7,2.8 – 8.6
16,40,Idaho,"White, 16 to 19 years",81,39,47.9,33,40.2,6,15.9,9.6 – 22.2
16,41,Idaho,"White, 20 to 24 years",108,88,81.9,83,76.8,6,6.2,3.6 – 8.8
16,42,Idaho,"White, 25 to 34 years",234,193,82.4,183,78.4,9,4.9,3.3 – 6.5
16,43,Idaho,"White, 35 to 44 years",206,170,82.5,162,79,7,4.2,2.7 – 5.7
16,44,Idaho,"White, 45 to 54 years",196,161,82.2,157,79.8,5,2.9,1.6 – 4.2
16,45,Idaho,"White, 55 to 64 years",209,138,66.3,132,63.1,7,4.8,3.0 – 6.6
16,46,Idaho,"White, 65 years and over",285,49,17.3,47,16.4,2,5,1.9 – 8.1
16,63,Idaho,"Hispanic or Latino ethnicity, 25 to 34 years",39,32,82.9,31,80.2,1,3.2,(2)-
16,64,Idaho,"Hispanic or Latino ethnicity, 35 to 44 years",35,27,77.4,25,72,2,7,1.9 – 12.1
17,1,Illinois,Total,9960,6246,62.7,5677,57,569,9.1,8.4 – 9.8
17,2,Illinois,Men,4819,3261,67.7,2981,61.9,280,8.6,7.6 – 9.6
17,3,Illinois,Women,5141,2985,58.1,2696,52.5,289,9.7,8.6 – 10.8
17,4,Illinois,White,7769,4954,63.8,4534,58.4,420,8.5,7.7 – 9.3
17,5,Illinois,"White, men",3822,2644,69.2,2439,63.8,205,7.8,6.7 – 8.9
17,6,Illinois,"White, women",3947,2311,58.5,2096,53.1,215,9.3,8.0 – 10.6
17,7,Illinois,Black or African American,1399,784,56,671,48,113,14.4,12.0 – 16.8
17,8,Illinois,"Black or African American, men",623,349,56.1,291,46.7,59,16.8,12.9 – 20.7
17,9,Illinois,"Black or African American, women",776,434,56,380,49,54,12.4,9.4 – 15.4
17,10,Illinois,Asian,650,418,64.4,393,60.5,25,6,3.9 – 8.1
17,11,Illinois,"Asian, men",300,222,74,212,70.8,10,4.4,1.9 – 6.9
17,12,Illinois,"Asian, women",350,196,56.1,181,51.7,15,7.9,4.4 – 11.4
17,13,Illinois,Hispanic or Latino ethnicity,1644,1145,69.6,1007,61.3,138,12,9.9 – 14.1
17,14,Illinois,"Hispanic or Latino ethnicity, men",824,654,79.3,578,70.2,75,11.5,8.8 – 14.2
17,15,Illinois,"Hispanic or Latino ethnicity, women",820,491,59.9,429,52.3,62,12.7,9.4 – 16.0
17,16,Illinois,"Married men, spouse present",2448,1796,73.3,1702,69.5,93,5.2,4.1 – 6.3
17,17,Illinois,"Married women, spouse present",2485,1475,59.3,1362,54.8,113,7.6,6.2 – 9.0
17,18,Illinois,Women who maintain families,539,393,72.9,359,66.6,34,8.7,5.7 – 11.7
17,19,Illinois,"Total, 16 to 19 years",696,240,34.5,184,26.5,56,23.3,17.1 – 29.5
17,20,Illinois,"Total, 20 to 24 years",765,518,67.7,425,55.5,93,18,14.3 – 21.7
17,21,Illinois,"Total, 25 to 34 years",1674,1362,81.4,1239,74,123,9.1,7.5 – 10.7
17,22,Illinois,"Total, 35 to 44 years",1616,1361,84.2,1275,78.9,86,6.3,4.9 – 7.7
17,23,Illinois,"Total, 45 to 54 years",1590,1315,82.7,1225,77,90,6.9,5.4 – 8.4
17,24,Illinois,"Total, 55 to 64 years",1613,1071,66.4,991,61.5,80,7.4,5.7 – 9.1
17,25,Illinois,"Total, 65 years and over",2006,379,18.9,339,16.9,41,10.7,7.3 – 14.1
17,26,Illinois,"Men, 16 to 19 years",344,118,34.2,90,26.2,28,23.4,14.5 – 32.3
17,27,Illinois,"Men, 20 to 24 years",390,260,66.7,212,54.4,48,18.4,13.1 – 23.7
17,28,Illinois,"Men, 25 to 34 years",838,723,86.2,658,78.5,65,9,6.8 – 11.2
17,29,Illinois,"Men, 35 to 44 years",797,718,90.2,673,84.4,46,6.4,4.5 – 8.3
17,30,Illinois,"Men, 45 to 54 years",782,690,88.3,645,82.6,44,6.4,4.5 – 8.3
17,31,Illinois,"Men, 55 to 64 years",773,552,71.3,518,66.9,34,6.2,4.1 – 8.3
17,32,Illinois,"Men, 65 years and over",895,201,22.4,185,20.7,15,7.7,3.8 – 11.6
17,33,Illinois,"Women, 16 to 19 years",352,123,34.8,94,26.7,28,23.2,14.5 – 31.9
17,34,Illinois,"Women, 20 to 24 years",375,258,68.7,212,56.6,45,17.6,12.4 – 22.8
17,35,Illinois,"Women, 25 to 34 years",836,640,76.6,581,69.6,58,9.1,6.7 – 11.5
17,36,Illinois,"Women, 35 to 44 years",820,642,78.3,602,73.5,40,6.2,4.2 – 8.2
17,37,Illinois,"Women, 45 to 54 years",808,625,77.3,579,71.7,46,7.3,5.1 – 9.5
17,38,Illinois,"Women, 55 to 64 years",839,520,61.9,474,56.5,46,8.8,6.2 – 11.4
17,39,Illinois,"Women, 65 years and over",1111,178,16.1,153,13.8,25,14.1,8.5 – 19.7
17,40,Illinois,"White, 16 to 19 years",515,186,36,147,28.5,39,20.9,14.2 – 27.6
17,41,Illinois,"White, 20 to 24 years",592,413,69.7,346,58.4,67,16.2,12.2 – 20.2
17,42,Illinois,"White, 25 to 34 years",1242,1044,84.1,958,77.2,86,8.2,6.4 – 10.0
17,43,Illinois,"White, 35 to 44 years",1244,1055,84.8,995,80,60,5.7,4.2 – 7.2
17,44,Illinois,"White, 45 to 54 years",1256,1053,83.9,981,78.1,72,6.9,5.3 – 8.5
17,45,Illinois,"White, 55 to 64 years",1300,897,69.1,832,64,65,7.3,5.5 – 9.1
17,46,Illinois,"White, 65 years and over",1621,307,18.9,275,17,31,10.2,6.5 – 13.9
17,48,Illinois,"Black or African American, 20 to 24 years",100,68,68.2,49,49,19,28.1,16.6 – 39.6
17,49,Illinois,"Black or African American, 25 to 34 years",284,203,71.7,170,59.9,33,16.4,11.3 – 21.5
17,50,Illinois,"Black or African American, 35 to 44 years",228,186,81.3,166,72.7,20,10.6,6.3 – 14.9
17,51,Illinois,"Black or African American, 45 to 54 years",190,144,75.8,131,69,13,9,4.5 – 13.5
17,52,Illinois,"Black or African American, 55 to 64 years",203,102,50,92,45.1,10,9.7,4.1 – 15.3
17,56,Illinois,"Asian, 25 to 34 years",121,93,76.8,89,73.8,4,3.9,0.3 – 7.5
17,57,Illinois,"Asian, 35 to 44 years",127,104,82,98,77.7,5,5.2,1.3 – 9.1
17,58,Illinois,"Asian, 45 to 54 years",122,100,81.9,96,79.2,3,3.3,0.1 – 6.5
17,59,Illinois,"Asian, 55 to 64 years",98,63,64.1,58,59.5,4,7.2,1.2 – 13.2
17,61,Illinois,"Hispanic or Latino ethnicity, 16 to 19 years",174,59,34.1,44,25.3,15,25.7,12.0 – 39.4
17,62,Illinois,"Hispanic or Latino ethnicity, 20 to 24 years",170,131,77.4,102,60.3,29,22,13.5 – 30.5
17,63,Illinois,"Hispanic or Latino ethnicity, 25 to 34 years",334,275,82.4,245,73.4,30,10.9,6.8 – 15.0
17,64,Illinois,"Hispanic or Latino ethnicity, 35 to 44 years",331,269,81.2,248,74.8,21,7.9,4.3 – 11.5
17,65,Illinois,"Hispanic or Latino ethnicity, 45 to 54 years",268,221,82.2,199,74,22,9.9,5.5 – 14.3
17,66,Illinois,"Hispanic or Latino ethnicity, 55 to 64 years",205,147,71.5,133,64.8,14,9.3,4.1 – 14.5
18,1,Indiana,Total,5273,3337,63.3,3100,58.8,237,7.1,6.2 – 8.0
18,2,Indiana,Men,2561,1768,69.1,1649,64.4,119,6.7,5.5 – 7.9
18,3,Indiana,Women,2712,1569,57.8,1451,53.5,118,7.5,6.2 – 8.8
18,4,Indiana,White,4512,2865,63.5,2681,59.4,184,6.4,5.5 – 7.3
18,5,Indiana,"White, men",2193,1524,69.5,1429,65.2,95,6.2,5.0 – 7.4
18,6,Indiana,"White, women",2319,1342,57.9,1252,54,90,6.7,5.4 – 8.0
18,7,Indiana,Black or African American,478,286,60,255,53.3,32,11.1,7.6 – 14.6
18,8,Indiana,"Black or African American, men",223,140,62.8,127,57.1,13,9.1,4.5 – 13.7
18,9,Indiana,"Black or African American, women",254,146,57.5,127,50,19,13,7.7 – 18.3
18,10,Indiana,Asian,129,80,61.8,73,56.2,7,9,3.8 – 14.2
18,13,Indiana,Hispanic or Latino ethnicity,313,217,69.5,197,63,20,9.3,5.6 – 13.0
18,14,Indiana,"Hispanic or Latino ethnicity, men",157,122,77.9,113,71.8,10,7.8,3.2 – 12.4
18,15,Indiana,"Hispanic or Latino ethnicity, women",156,95,61,84,54.2,11,11.2,4.9 – 17.5
18,16,Indiana,"Married men, spouse present",1351,978,72.4,941,69.7,37,3.8,2.6 – 5.0
18,17,Indiana,"Married women, spouse present",1387,829,59.8,782,56.4,47,5.7,4.1 – 7.3
18,18,Indiana,Women who maintain families,295,204,69.4,184,62.6,20,9.8,5.6 – 14.0
18,19,Indiana,"Total, 16 to 19 years",363,143,39.5,123,33.7,21,14.6,8.5 – 20.7
18,20,Indiana,"Total, 20 to 24 years",445,314,70.4,277,62.2,36,11.6,8.0 – 15.2
18,21,Indiana,"Total, 25 to 34 years",891,749,84.1,691,77.5,58,7.8,5.9 – 9.7
18,22,Indiana,"Total, 35 to 44 years",822,679,82.6,642,78.2,36,5.4,3.7 – 7.1
18,23,Indiana,"Total, 45 to 54 years",859,702,81.7,662,77,40,5.7,4.0 – 7.4
18,24,Indiana,"Total, 55 to 64 years",813,529,65.1,494,60.8,35,6.6,4.5 – 8.7
18,25,Indiana,"Total, 65 years and over",1080,222,20.6,212,19.6,10,4.5,1.8 – 7.2
18,26,Indiana,"Men, 16 to 19 years",186,70,37.5,59,31.4,11,16.2,7.0 – 25.4
18,27,Indiana,"Men, 20 to 24 years",213,156,73.2,139,64.9,18,11.3,6.2 – 16.4
18,28,Indiana,"Men, 25 to 34 years",460,416,90.4,381,82.8,35,8.4,5.7 – 11.1
18,29,Indiana,"Men, 35 to 44 years",398,362,91,345,86.6,17,4.8,2.6 – 7.0
18,30,Indiana,"Men, 45 to 54 years",423,372,87.9,353,83.4,19,5.2,2.9 – 7.5
18,31,Indiana,"Men, 55 to 64 years",393,276,70.2,261,66.4,15,5.4,2.7 – 8.1
18,32,Indiana,"Men, 65 years and over",487,116,23.9,112,23.1,4,3.2,0.1 – 6.3
18,33,Indiana,"Women, 16 to 19 years",177,74,41.6,64,36.2,10,13,5.0 – 21.0
18,34,Indiana,"Women, 20 to 24 years",232,157,67.9,139,59.8,19,11.9,6.7 – 17.1
18,35,Indiana,"Women, 25 to 34 years",431,333,77.3,310,71.9,23,7,4.2 – 9.8
18,36,Indiana,"Women, 35 to 44 years",424,317,74.7,298,70.2,19,6,3.4 – 8.6
18,37,Indiana,"Women, 45 to 54 years",436,330,75.7,309,70.9,21,6.3,3.7 – 8.9
18,38,Indiana,"Women, 55 to 64 years",419,253,60.3,233,55.5,20,7.9,4.5 – 11.3
18,39,Indiana,"Women, 65 years and over",594,106,17.8,100,16.8,6,5.9,1.4 – 10.4
18,40,Indiana,"White, 16 to 19 years",308,126,40.8,108,35.1,18,13.9,7.6 – 20.2
18,41,Indiana,"White, 20 to 24 years",353,254,71.9,227,64.4,26,10.4,6.6 – 14.2
18,42,Indiana,"White, 25 to 34 years",736,627,85.1,582,79.1,45,7.1,5.1 – 9.1
18,43,Indiana,"White, 35 to 44 years",687,575,83.7,546,79.5,28,4.9,3.1 – 6.7
18,44,Indiana,"White, 45 to 54 years",749,622,83.1,590,78.7,33,5.3,3.5 – 7.1
18,45,Indiana,"White, 55 to 64 years",698,458,65.7,432,61.9,26,5.7,3.6 – 7.8
18,46,Indiana,"White, 65 years and over",980,204,20.8,195,19.9,9,4.3,1.5 – 7.1
18,49,Indiana,"Black or African American, 25 to 34 years",109,82,75.3,75,68.9,7,8.6,2.7 – 14.5
19,1,Iowa,Total,2479,1660,66.9,1570,63.3,90,5.4,4.6 – 6.2
19,2,Iowa,Men,1226,880,71.8,833,67.9,48,5.4,4.2 – 6.6
19,3,Iowa,Women,1254,780,62.2,737,58.8,42,5.4,4.2 – 6.6
19,4,Iowa,White,2262,1519,67.1,1443,63.8,75,5,4.1 – 5.9
19,5,Iowa,"White, men",1112,799,71.9,760,68.4,39,4.9,3.7 – 6.1
19,6,Iowa,"White, women",1151,720,62.5,683,59.4,36,5,3.8 – 6.2
19,13,Iowa,Hispanic or Latino ethnicity,148,102,69,91,61.5,11,10.9,5.8 – 16.0
19,14,Iowa,"Hispanic or Latino ethnicity, men",83,63,76,57,68.1,7,10.4,4.0 – 16.8
19,16,Iowa,"Married men, spouse present",641,487,76,471,73.5,16,3.3,2.1 – 4.5
19,17,Iowa,"Married women, spouse present",657,441,67.1,423,64.5,17,3.9,2.5 – 5.3
19,18,Iowa,Women who maintain families,115,89,77.8,84,73.4,5,5.7,1.9 – 9.5
19,19,Iowa,"Total, 16 to 19 years",161,78,48.3,70,43.4,8,10.2,4.8 – 15.6
19,20,Iowa,"Total, 20 to 24 years",197,142,72.2,128,64.7,15,10.3,6.3 – 14.3
19,21,Iowa,"Total, 25 to 34 years",441,382,86.7,360,81.7,22,5.7,3.9 – 7.5
19,22,Iowa,"Total, 35 to 44 years",370,324,87.5,309,83.5,15,4.6,2.8 – 6.4
19,23,Iowa,"Total, 45 to 54 years",351,299,85.1,287,81.6,12,4,2.3 – 5.7
19,24,Iowa,"Total, 55 to 64 years",427,317,74.3,305,71.3,13,4,2.3 – 5.7
19,25,Iowa,"Total, 65 years and over",532,117,22.1,111,21,6,4.9,1.8 – 8.0
19,27,Iowa,"Men, 20 to 24 years",93,72,77.1,65,69.9,7,9.3,3.9 – 14.7
19,28,Iowa,"Men, 25 to 34 years",228,206,90,193,84.3,13,6.3,3.7 – 8.9
19,29,Iowa,"Men, 35 to 44 years",188,173,91.8,165,87.4,8,4.7,2.2 – 7.2
19,30,Iowa,"Men, 45 to 54 years",178,160,89.9,154,86.9,5,3.4,1.2 – 5.6
19,31,Iowa,"Men, 55 to 64 years",213,166,78,158,74.1,8,4.9,2.3 – 7.5
19,32,Iowa,"Men, 65 years and over",240,62,25.7,59,24.7,2,3.9,0.2 – 7.6
19,34,Iowa,"Women, 20 to 24 years",104,71,67.8,63,60.2,8,11.3,5.3 – 17.3
19,35,Iowa,"Women, 25 to 34 years",213,177,83.1,168,78.9,9,5.1,2.6 – 7.6
19,36,Iowa,"Women, 35 to 44 years",182,151,83.2,145,79.4,7,4.5,1.9 – 7.1
19,37,Iowa,"Women, 45 to 54 years",173,139,80.1,132,76.3,7,4.7,2.0 – 7.4
19,38,Iowa,"Women, 55 to 64 years",215,152,70.7,147,68.6,5,3.1,0.9 – 5.3
19,40,Iowa,"White, 16 to 19 years",147,73,49.4,65,44.4,7,10.2,4.6 – 15.8
19,41,Iowa,"White, 20 to 24 years",169,126,74.7,116,68.9,10,7.9,4.1 – 11.7
19,42,Iowa,"White, 25 to 34 years",384,341,88.7,322,83.9,19,5.4,3.5 – 7.3
19,43,Iowa,"White, 35 to 44 years",331,289,87.2,278,83.9,11,3.8,2.1 – 5.5
19,44,Iowa,"White, 45 to 54 years",313,269,85.9,258,82.4,11,4.1,2.3 – 5.9
19,45,Iowa,"White, 55 to 64 years",409,307,74.9,295,72,12,3.8,2.1 – 5.5
19,46,Iowa,"White, 65 years and over",509,114,22.5,109,21.4,6,5,1.9 – 8.1
20,1,Kansas,Total,2234,1503,67.3,1417,63.4,86,5.7,4.9 – 6.5
20,2,Kansas,Men,1093,792,72.5,746,68.3,46,5.8,4.6 – 7.0
20,3,Kansas,Women,1141,711,62.3,671,58.8,40,5.6,4.4 – 6.8
20,4,Kansas,White,1955,1328,67.9,1253,64.1,75,5.6,4.7 – 6.5
20,5,Kansas,"White, men",953,705,73.9,665,69.7,40,5.7,4.5 – 6.9
20,6,Kansas,"White, women",1002,623,62.3,589,58.8,35,5.6,4.3 – 6.9
20,7,Kansas,Black or African American,123,76,61.6,70,57,6,7.6,3.5 – 11.7
20,13,Kansas,Hispanic or Latino ethnicity,258,201,77.8,187,72.3,14,7.1,4.1 – 10.1
20,14,Kansas,"Hispanic or Latino ethnicity, men",125,107,85.6,100,80.2,7,6.3,2.4 – 10.2
20,15,Kansas,"Hispanic or Latino ethnicity, women",134,94,70.6,87,64.8,8,8.1,3.5 – 12.7
20,16,Kansas,"Married men, spouse present",592,443,74.9,426,72,17,3.9,2.6 – 5.2
20,17,Kansas,"Married women, spouse present",573,361,63,347,60.6,13,3.7,2.3 – 5.1
20,18,Kansas,Women who maintain families,117,86,73.2,81,69.1,5,5.6,2.1 – 9.1
20,19,Kansas,"Total, 16 to 19 years",153,81,52.8,70,45.6,11,13.6,7.9 – 19.3
20,20,Kansas,"Total, 20 to 24 years",194,149,76.6,133,68.6,16,10.5,6.8 – 14.2
20,21,Kansas,"Total, 25 to 34 years",415,359,86.4,339,81.7,19,5.4,3.7 – 7.1
20,22,Kansas,"Total, 35 to 44 years",318,274,86.3,262,82.4,13,4.6,2.8 – 6.4
20,23,Kansas,"Total, 45 to 54 years",318,272,85.5,262,82.5,10,3.6,2.0 – 5.2
20,24,Kansas,"Total, 55 to 64 years",380,263,69.1,250,65.7,13,4.8,2.9 – 6.7
20,25,Kansas,"Total, 65 years and over",457,107,23.3,102,22.3,5,4.5,1.6 – 7.4
20,27,Kansas,"Men, 20 to 24 years",100,75,75.3,67,66.7,9,11.5,6.1 – 16.9
20,28,Kansas,"Men, 25 to 34 years",216,197,90.9,186,85.8,11,5.6,3.3 – 7.9
20,29,Kansas,"Men, 35 to 44 years",154,142,92.3,136,88.2,6,4.5,2.0 – 7.0
20,30,Kansas,"Men, 45 to 54 years",165,148,89.8,142,85.9,6,4.3,1.9 – 6.7
20,31,Kansas,"Men, 55 to 64 years",184,136,73.7,129,70.2,7,4.8,2.2 – 7.4
20,32,Kansas,"Men, 65 years and over",201,57,28.5,55,27.4,2,3.8,0.2 – 7.4
20,34,Kansas,"Women, 20 to 24 years",94,73,78,67,70.6,7,9.5,4.5 – 14.5
20,35,Kansas,"Women, 25 to 34 years",199,162,81.5,154,77.3,8,5.2,2.7 – 7.7
20,36,Kansas,"Women, 35 to 44 years",163,132,80.7,126,76.9,6,4.6,2.0 – 7.2
20,37,Kansas,"Women, 45 to 54 years",152,123,81,120,78.8,3,2.7,0.7 – 4.7
20,38,Kansas,"Women, 55 to 64 years",196,127,64.7,121,61.6,6,4.8,2.1 – 7.5
20,39,Kansas,"Women, 65 years and over",256,49,19.2,47,18.2,3,5.2,0.7 – 9.7
20,40,Kansas,"White, 16 to 19 years",131,67,51.5,59,45.2,8,12.2,6.3 – 18.1
20,41,Kansas,"White, 20 to 24 years",164,129,79,115,70.1,15,11.3,7.2 – 15.4
20,42,Kansas,"White, 25 to 34 years",358,312,87.3,297,82.9,15,5,3.2 – 6.8
20,43,Kansas,"White, 35 to 44 years",276,241,87.4,230,83.5,11,4.5,2.6 – 6.4
20,44,Kansas,"White, 45 to 54 years",272,237,87.1,228,83.9,9,3.7,2.0 – 5.4
20,45,Kansas,"White, 55 to 64 years",336,241,71.6,228,68,12,5.1,3.1 – 7.1
20,46,Kansas,"White, 65 years and over",419,101,24,96,22.9,5,4.5,1.5 – 7.5
20,63,Kansas,"Hispanic or Latino ethnicity, 25 to 34 years",73,62,84.7,58,79.1,4,6.6,1.5 – 11.7
21,1,Kentucky,Total,3508,2014,57.4,1879,53.6,134,6.7,5.6 – 7.8
21,2,Kentucky,Men,1691,1079,63.8,1003,59.3,77,7.1,5.5 – 8.7
21,3,Kentucky,Women,1816,934,51.4,877,48.3,58,6.2,4.6 – 7.8
21,4,Kentucky,White,3101,1758,56.7,1650,53.2,107,6.1,5.0 – 7.2
21,5,Kentucky,"White, men",1497,951,63.5,887,59.2,64,6.8,5.2 – 8.4
21,6,Kentucky,"White, women",1603,806,50.3,763,47.6,43,5.3,3.7 – 6.9
21,7,Kentucky,Black or African American,271,168,62.1,148,54.8,20,11.8,7.7 – 15.9
21,8,Kentucky,"Black or African American, men",132,82,62.2,74,56.3,8,9.5,4.1 – 14.9
21,9,Kentucky,"Black or African American, women",139,86,62.1,74,53.3,12,14.1,7.7 – 20.5
21,13,Kentucky,Hispanic or Latino ethnicity,116,84,72.4,80,69,4,4.7,0.8 – 8.6
21,16,Kentucky,"Married men, spouse present",919,641,69.7,615,66.9,26,4,2.5 – 5.5
21,17,Kentucky,"Married women, spouse present",950,534,56.1,508,53.5,26,4.8,3.0 – 6.6
21,18,Kentucky,Women who maintain families,182,112,61.7,101,55.5,11,10.1,4.3 – 15.9
21,20,Kentucky,"Total, 20 to 24 years",270,183,67.5,159,59,23,12.7,7.6 – 17.8
21,21,Kentucky,"Total, 25 to 34 years",563,444,78.8,405,72,39,8.7,6.0 – 11.4
21,22,Kentucky,"Total, 35 to 44 years",559,445,79.6,424,75.8,21,4.7,2.7 – 6.7
21,23,Kentucky,"Total, 45 to 54 years",530,397,74.9,380,71.8,16,4.1,2.1 – 6.1
21,24,Kentucky,"Total, 55 to 64 years",583,329,56.6,315,54.1,14,4.3,2.1 – 6.5
21,25,Kentucky,"Total, 65 years and over",781,143,18.4,136,17.4,7,5.2,1.5 – 8.9
21,27,Kentucky,"Men, 20 to 24 years",125,91,72.4,79,63.1,12,12.7,5.5 – 19.9
21,28,Kentucky,"Men, 25 to 34 years",266,224,84.2,200,75.1,24,10.8,6.6 – 15.0
21,29,Kentucky,"Men, 35 to 44 years",298,261,87.6,251,84.2,10,3.9,1.5 – 6.3
21,30,Kentucky,"Men, 45 to 54 years",250,203,81.1,194,77.7,9,4.2,1.4 – 7.0
21,31,Kentucky,"Men, 55 to 64 years",285,180,63.2,172,60.4,8,4.5,1.5 – 7.5
21,32,Kentucky,"Men, 65 years and over",355,86,24.2,81,22.7,5,6.3,1.1 – 11.5
21,34,Kentucky,"Women, 20 to 24 years",145,92,63.3,80,55.3,12,12.6,5.5 – 19.7
21,35,Kentucky,"Women, 25 to 34 years",297,220,74,205,69.1,14,6.6,3.3 – 9.9
21,36,Kentucky,"Women, 35 to 44 years",261,183,70.4,173,66.3,11,5.9,2.4 – 9.4
21,37,Kentucky,"Women, 45 to 54 years",280,194,69.3,186,66.5,8,4,1.2 – 6.8
21,38,Kentucky,"Women, 55 to 64 years",298,150,50.2,143,48.2,6,4,0.9 – 7.1
21,41,Kentucky,"White, 20 to 24 years",223,152,68.4,133,59.9,19,12.4,6.9 – 17.9
21,42,Kentucky,"White, 25 to 34 years",463,363,78.6,334,72.1,30,8.2,5.3 – 11.1
21,43,Kentucky,"White, 35 to 44 years",483,392,81.3,378,78.3,14,3.6,1.8 – 5.4
21,44,Kentucky,"White, 45 to 54 years",469,347,74,334,71.1,13,3.9,1.9 – 5.9
21,45,Kentucky,"White, 55 to 64 years",539,304,56.4,291,54,13,4.3,2.0 – 6.6
21,46,Kentucky,"White, 65 years and over",732,135,18.4,128,17.4,7,5.4,1.5 – 9.3
22,1,Louisiana,Total,3581,2080,58.1,1906,53.2,174,8.4,7.5 – 9.3
22,2,Louisiana,Men,1694,1083,64,990,58.4,94,8.7,7.4 – 10.0
22,3,Louisiana,Women,1887,997,52.8,917,48.6,80,8,6.8 – 9.2
22,4,Louisiana,White,2306,1347,58.4,1256,54.5,91,6.8,5.8 – 7.8
22,5,Louisiana,"White, men",1119,748,66.9,697,62.3,51,6.9,5.6 – 8.2
22,6,Louisiana,"White, women",1187,599,50.5,559,47.1,40,6.6,5.1 – 8.1
22,7,Louisiana,Black or African American,1120,646,57.7,572,51,74,11.5,9.7 – 13.3
22,8,Louisiana,"Black or African American, men",498,288,57.8,251,50.3,37,13,10.1 – 15.9
