FIPS Code,State,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
13135,GA,Gwinnett County,1,1,1,1,22991.00,8609.00,2907.00,2320.00,62.4,23.4,7.9,6.3,26891.00,31351.00,18959.00,17984.00,28.3,32.9,19.9,18.9,29416.00,56615.00,69137.00,65281.00,13.3,25.7,31.4,29.6,47372.00,81979.00,116370.00,126907.00,12.7,22,31.2,34.1,71956.00,130107.00,165647.00,215339.00,12.3,22.3,28.4,36.9
13137,GA,Habersham County,6,5,6,5,7301.00,2010.00,733.00,741.00,67.7,18.6,6.8,6.9,7972.00,3467.00,1354.00,1312.00,56.5,24.6,9.6,9.3,7097.00,5188.00,2958.00,2084.00,41,29.9,17.1,12,6846.00,7931.00,5006.00,3718.00,29.1,33.7,21.3,15.8,6173.00,10507.00,7747.00,5857.00,20.4,34.7,25.6,19.3
13139,GA,Hall County,3,2,3,2,20973.00,5928.00,2225.00,2357.00,66.6,18.8,7.1,7.5,22942.00,10826.00,5092.00,5377.00,51.9,24.5,11.5,12.2,21055.00,18118.00,11864.00,9284.00,34.9,30,19.7,15.4,25604.00,25680.00,19276.00,16261.00,29.5,29.6,22.2,18.7,27103.00,35963.00,34866.00,31756.00,20.9,27.7,26.9,24.5
13141,GA,Hancock County,7,8,7,8,3532.00,473.00,172.00,223.00,80.3,10.8,3.9,5.1,3323.00,1050.00,308.00,320.00,66.4,21,6.2,6.4,2652.00,1788.00,451.00,357.00,50.5,34.1,8.6,6.8,2499.00,2281.00,1192.00,646.00,37.8,34.5,18,9.8,1703.00,2841.00,1479.00,567.00,25.8,43.1,22.4,8.6
13143,GA,Haralson County,1,1,1,1,6139.00,1929.00,469.00,272.00,69.7,21.9,5.3,3.1,6380.00,2888.00,977.00,758.00,58,26.2,8.9,6.9,6114.00,4672.00,2073.00,1038.00,44,33.6,14.9,7.5,6219.00,6075.00,3002.00,1518.00,37,36.1,17.9,9,3736.00,7186.00,6055.00,2938.00,18.8,36.1,30.4,14.8
13145,GA,Harris County,2,2,2,2,4321.00,960.00,467.00,437.00,69.9,15.5,7.6,7.1,4714.00,2314.00,1236.00,1108.00,50.3,24.7,13.2,11.8,4126.00,3778.00,2275.00,1602.00,35,32.1,19.3,13.6,3416.00,4774.00,4609.00,3432.00,21,29.4,28.4,21.1,1870.00,5669.00,8870.00,7503.00,7.8,23.7,37.1,31.4
13147,GA,Hart County,6,6,6,6,6651.00,994.00,393.00,340.00,79.4,11.9,4.7,4.1,6766.00,2427.00,902.00,838.00,61.9,22.2,8.3,7.7,5587.00,4262.00,1919.00,1183.00,43.1,32.9,14.8,9.1,4580.00,5841.00,3271.00,2146.00,28.9,36.9,20.7,13.5,3452.00,6887.00,5378.00,2924.00,18.5,36.9,28.9,15.7
13149,GA,Heard County,1,1,1,1,2379.00,318.00,135.00,114.00,80.8,10.8,4.6,3.9,2426.00,849.00,323.00,164.00,64.5,22.6,8.6,4.4,2695.00,1724.00,569.00,304.00,50.9,32.6,10.8,5.7,2388.00,2929.00,1190.00,513.00,34,41.7,17,7.3,1646.00,3651.00,2091.00,705.00,20.3,45.1,25.8,8.7
13151,GA,Henry County,1,1,1,1,8263.00,2319.00,871.00,448.00,69.4,19.5,7.3,3.8,9559.00,6936.00,2488.00,1981.00,45.6,33.1,11.9,9.4,10016.00,14103.00,8916.00,3958.00,27.1,38.1,24.1,10.7,11907.00,25901.00,22933.00,14760.00,15.8,34.3,30.4,19.5,12763.00,46090.00,45282.00,41430.00,8.8,31.7,31.1,28.5
13153,GA,Houston County,3,2,3,2,11800.00,11345.00,3438.00,2831.00,40.1,38.6,11.7,9.6,12987.00,16675.00,6504.00,5517.00,31.2,40,15.6,13.2,11344.00,20483.00,14724.00,8845.00,20.5,37,26.6,16,10842.00,22344.00,22215.00,13637.00,15.7,32.4,32.2,19.8,8489.00,27171.00,36365.00,28448.00,8.4,27,36.2,28.3
13155,GA,Irwin County,7,8,7,9,3139.00,665.00,316.00,240.00,72,15.3,7.2,5.5,3145.00,1307.00,453.00,296.00,60.5,25.1,8.7,5.7,2511.00,1762.00,634.00,443.00,46.9,32.9,11.9,8.3,2001.00,2384.00,1200.00,611.00,32.3,38.5,19.4,9.9,1157.00,2507.00,1631.00,943.00,18.5,40.2,26.1,15.1
13157,GA,Jackson County,6,6,4,3,8103.00,2200.00,589.00,580.00,70.6,19.2,5.1,5.1,8717.00,3711.00,1096.00,1169.00,59.3,25.3,7.5,8,8638.00,6055.00,2594.00,1710.00,45.5,31.9,13.7,9,8570.00,9541.00,5585.00,3153.00,31.9,35.5,20.8,11.7,7310.00,14741.00,13398.00,10408.00,15.9,32.1,29.2,22.7
13159,GA,Jasper County,1,1,1,1,2139.00,620.00,124.00,196.00,69.5,20.1,4,6.4,2583.00,1071.00,351.00,406.00,58.6,24.3,8,9.2,1887.00,1911.00,953.00,576.00,35.4,35.9,17.9,10.8,2279.00,2799.00,1584.00,869.00,30.3,37.2,21,11.5,1662.00,3676.00,2936.00,1370.00,17.2,38.1,30.4,14.2
13161,GA,Jeff Davis County,7,9,7,9,3456.00,897.00,202.00,215.00,72.5,18.8,4.2,4.5,3775.00,1665.00,436.00,471.00,59.5,26.2,6.9,7.4,3273.00,2372.00,1060.00,604.00,44.8,32.5,14.5,8.3,2950.00,2847.00,1486.00,753.00,36.7,35.4,18.5,9.4,2020.00,3764.00,2949.00,1002.00,20.7,38.7,30.3,10.3
13163,GA,Jefferson County,6,6,6,7,6757.00,1009.00,381.00,375.00,79.3,11.8,4.5,4.4,6473.00,2202.00,812.00,696.00,63.6,21.6,8,6.8,5188.00,3106.00,1373.00,643.00,50.3,30.1,13.3,6.2,4477.00,3668.00,1669.00,985.00,41.5,34,15.5,9.1,2511.00,4448.00,2634.00,1052.00,23.6,41.8,24.7,9.9
13165,GA,Jenkins County,6,6,6,6,3476.00,420.00,185.00,194.00,81.3,9.8,4.3,4.5,3183.00,952.00,434.00,343.00,64.8,19.4,8.8,7,2568.00,1510.00,658.00,394.00,50.1,29.4,12.8,7.7,2026.00,1753.00,979.00,577.00,38,32.9,18.4,10.8,1212.00,2618.00,1556.00,461.00,20.7,44.8,26.6,7.9
13167,GA,Johnson County,9,8,7,8,3205.00,571.00,153.00,143.00,78.7,14,3.8,3.5,3232.00,1160.00,275.00,307.00,65,23.3,5.5,6.2,2489.00,1899.00,542.00,254.00,48,36.6,10.5,4.9,1957.00,2052.00,793.00,404.00,37.6,39.4,15.2,7.8,1732.00,3202.00,1398.00,637.00,24.9,45.9,20.1,9.1
13169,GA,Jones County,3,2,3,2,4056.00,1378.00,307.00,301.00,67.1,22.8,5.1,5,4286.00,3121.00,969.00,989.00,45.8,33.3,10.3,10.6,3889.00,4878.00,2713.00,1560.00,29.8,37.4,20.8,12,3405.00,6314.00,3354.00,2310.00,22.1,41,21.8,15,2140.00,7706.00,5951.00,3846.00,10.9,39.2,30.3,19.6
13171,GA,Lamar County,1,1,1,1,3944.00,811.00,417.00,315.00,71.9,14.8,7.6,5.7,3834.00,1914.00,742.00,565.00,54.3,27.1,10.5,8,3421.00,2713.00,1200.00,819.00,42,33.3,14.7,10,2931.00,3789.00,2356.00,1151.00,28.7,37,23,11.3,1573.00,4789.00,3860.00,1922.00,13,39.4,31.8,15.8
13173,GA,Lanier County,3,2,3,2,1824.00,512.00,96.00,101.00,72,20.2,3.8,4,1836.00,731.00,302.00,160.00,60.6,24.1,10,5.3,1625.00,995.00,533.00,179.00,48.8,29.9,16,5.4,1479.00,1535.00,1079.00,394.00,33,34.2,24,8.8,1372.00,2593.00,1757.00,1128.00,20,37.9,25.6,16.5
13175,GA,Laurens County,6,5,5,8,12567.00,3201.00,1143.00,908.00,70.5,18,6.4,5.1,11612.00,5613.00,2068.00,2098.00,54.3,26.2,9.7,9.8,9727.00,8384.00,3860.00,2993.00,39,33.6,15.5,12,8564.00,10718.00,5421.00,4172.00,29.7,37.1,18.8,14.4,4476.00,13687.00,8424.00,5152.00,14.1,43.1,26.5,16.2
13177,GA,Lee County,3,2,3,2,2314.00,464.00,228.00,182.00,72.6,14.6,7.2,5.7,2850.00,1899.00,886.00,578.00,45.9,30.6,14.3,9.3,2865.00,3079.00,2242.00,1299.00,30.2,32.5,23.6,13.7,2810.00,5393.00,4283.00,2550.00,18.7,35.9,28.5,17,1768.00,5757.00,6903.00,4908.00,9.1,29.8,35.7,25.4
13179,GA,Liberty County,3,2,3,2,3856.00,1830.00,465.00,615.00,57,27,6.9,9.1,4460.00,6141.00,2180.00,1800.00,30.6,42.1,15,12.3,4416.00,9860.00,7080.00,3303.00,17.9,40,28.7,13.4,4074.00,10545.00,11709.00,4469.00,13.2,34.2,38,14.5,3302.00,11201.00,14511.00,6488.00,9.3,31.6,40.9,18.3
13181,GA,Lincoln County,8,7,2,2,2475.00,332.00,131.00,133.00,80.6,10.8,4.3,4.3,2282.00,1034.00,276.00,281.00,58.9,26.7,7.1,7.3,1942.00,1643.00,785.00,388.00,40.8,34.5,16.5,8.2,1652.00,2071.00,1404.00,574.00,29,36.3,24.6,10.1,1029.00,2287.00,1534.00,914.00,17.9,39.7,26.6,15.9
13183,GA,Long County,3,2,3,2,1476.00,257.00,62.00,73.00,79,13.8,3.3,3.9,1230.00,753.00,156.00,145.00,53.9,33,6.8,6.3,1224.00,1446.00,521.00,176.00,36.4,42.9,15.5,5.2,1421.00,2300.00,1483.00,323.00,25.7,41.6,26.8,5.8,1446.00,4069.00,4156.00,2043.00,12.3,34.7,35.5,17.4
13185,GA,Lowndes County,3,2,3,2,14101.00,7081.00,2269.00,2629.00,54.1,27.2,8.7,10.1,15244.00,10945.00,4648.00,4671.00,42.9,30.8,13.1,13.2,13167.00,13803.00,9454.00,7116.00,30.2,31.7,21.7,16.3,12119.00,16587.00,14866.00,10665.00,22.3,30.6,27.4,19.7,9101.00,21391.00,20377.00,17240.00,13.4,31.4,29.9,25.3
13187,GA,Lumpkin County,6,4,6,4,3104.00,596.00,240.00,218.00,74.7,14.3,5.8,5.2,3242.00,1418.00,482.00,561.00,56.8,24.9,8.5,9.8,3435.00,2628.00,1604.00,961.00,39.8,30.5,18.6,11.1,3551.00,3849.00,3031.00,2234.00,28,30.4,23.9,17.6,3113.00,6197.00,5717.00,5390.00,15.2,30.4,28,26.4
13189,GA,McDuffie County,2,2,2,2,5097.00,1882.00,417.00,340.00,65.9,24.3,5.4,4.4,6057.00,2735.00,770.00,859.00,58.1,26.2,7.4,8.2,5422.00,3792.00,1859.00,1279.00,43.9,30.7,15.1,10.4,4475.00,4731.00,2666.00,1570.00,33.3,35.2,19.8,11.7,2346.00,5878.00,3913.00,1979.00,16.6,41.6,27.7,14
13191,GA,McIntosh County,3,2,3,2,2535.00,597.00,159.00,196.00,72.7,17.1,4.6,5.6,2540.00,1195.00,336.00,262.00,58.6,27.6,7.8,6,2334.00,1798.00,812.00,471.00,43.1,33.2,15,8.7,2010.00,2641.00,1549.00,778.00,28.8,37.8,22.2,11.1,1640.00,4133.00,3336.00,1948.00,14.8,37.4,30.2,17.6
13193,GA,Macon County,6,6,6,6,4715.00,596.00,473.00,482.00,75.2,9.5,7.5,7.7,4911.00,1419.00,647.00,604.00,64.8,18.7,8.5,8,3582.00,2394.00,985.00,781.00,46.3,30.9,12.7,10.1,3253.00,3112.00,1595.00,884.00,36.8,35.2,18,10,2516.00,3313.00,2863.00,835.00,26.4,34.8,30.1,8.8
13195,GA,Madison County,3,2,3,2,5540.00,1114.00,358.00,193.00,76.9,15.5,5,2.7,5880.00,2719.00,883.00,768.00,57.4,26.5,8.6,7.5,5369.00,4940.00,1725.00,1298.00,40.3,37.1,12.9,9.7,4932.00,6891.00,3219.00,1839.00,29.2,40.8,19.1,10.9,3394.00,8012.00,5007.00,3734.00,16.8,39.8,24.9,18.5
13197,GA,Marion County,2,2,2,2,2036.00,239.00,131.00,104.00,81.1,9.5,5.2,4.1,1862.00,663.00,207.00,178.00,64,22.8,7.1,6.1,1570.00,1240.00,479.00,159.00,45.5,36,13.9,4.6,1533.00,1603.00,905.00,396.00,34.6,36.1,20.4,8.9,1342.00,2148.00,1750.00,812.00,22.2,35.5,28.9,13.4
13199,GA,Meriwether County,1,1,1,1,7196.00,1651.00,612.00,648.00,71.2,16.3,6.1,6.4,7191.00,2966.00,872.00,843.00,60.6,25,7.3,7.1,6596.00,4374.00,1757.00,909.00,48.4,32.1,12.9,6.7,4941.00,5146.00,2788.00,1559.00,34.2,35.7,19.3,10.8,3005.00,5892.00,4377.00,1541.00,20.3,39.8,29.5,10.4
13201,GA,Miller County,8,7,8,7,2663.00,515.00,130.00,187.00,76.2,14.7,3.7,5.4,2336.00,952.00,428.00,284.00,58.4,23.8,10.7,7.1,1698.00,1416.00,546.00,329.00,42.6,35.5,13.7,8.2,1326.00,1536.00,937.00,482.00,31,35.9,21.9,11.3,715.00,1500.00,1319.00,575.00,17.4,36.5,32.1,14
13205,GA,Mitchell County,6,6,6,6,7133.00,1421.00,476.00,438.00,75.3,15,5,4.6,6740.00,2550.00,1010.00,830.00,60.6,22.9,9.1,7.5,5382.00,3935.00,1696.00,929.00,45.1,33,14.2,7.8,5198.00,5298.00,3111.00,1365.00,34.7,35.4,20.8,9.1,3473.00,6023.00,4263.00,1480.00,22.8,39.5,28,9.7
13207,GA,Monroe County,3,2,3,2,3976.00,888.00,318.00,363.00,71.7,16,5.7,6.5,4612.00,2390.00,664.00,795.00,54.5,28.2,7.8,9.4,3653.00,3575.00,2175.00,1396.00,33.8,33.1,20.1,12.9,3161.00,5493.00,3103.00,2428.00,22.3,38.7,21.9,17.1,2729.00,6344.00,4878.00,5109.00,14.3,33.3,25.6,26.8
13209,GA,Montgomery County,9,11,9,8,2332.00,517.00,193.00,131.00,73.5,16.3,6.1,4.1,2170.00,1052.00,248.00,266.00,58.1,28.2,6.6,7.1,1834.00,1377.00,660.00,433.00,42.6,32,15.3,10.1,1459.00,2013.00,948.00,688.00,28.6,39.4,18.6,13.5,1102.00,2298.00,1669.00,966.00,18.3,38.1,27.7,16
13211,GA,Morgan County,6,4,1,1,3689.00,700.00,312.00,345.00,73.1,13.9,6.2,6.8,3780.00,1405.00,614.00,615.00,58.9,21.9,9.6,9.6,3286.00,2701.00,1251.00,899.00,40.4,33.2,15.4,11,2637.00,3752.00,1846.00,1890.00,26,37.1,18.2,18.7,1582.00,4620.00,3965.00,2653.00,12.3,36,30.9,20.7
13213,GA,Murray County,3,2,3,2,5090.00,1182.00,260.00,220.00,75.4,17.5,3.9,3.3,6824.00,2630.00,691.00,545.00,63.8,24.6,6.5,5.1,7544.00,4923.00,2430.00,866.00,47.9,31.2,15.4,5.5,8881.00,8069.00,4213.00,1640.00,38.9,35.4,18.5,7.2,7748.00,9912.00,6148.00,2665.00,29.3,37.4,23.2,10.1
13215,GA,Muscogee County,2,2,2,2,40831.00,24153.00,8717.00,8146.00,49.9,29.5,10.7,10,36698.00,30564.00,14445.00,12088.00,39.1,32.6,15.4,12.9,31027.00,32528.00,27305.00,18094.00,28.5,29.9,25.1,16.6,24044.00,32127.00,34694.00,23180.00,21.1,28.2,30.4,20.3,15197.00,34791.00,44402.00,32751.00,12,27.4,34.9,25.8
13217,GA,Newton County,1,1,1,1,9469.00,2575.00,691.00,621.00,70.9,19.3,5.2,4.6,10480.00,5242.00,1715.00,1651.00,54.9,27.5,9,8.6,10149.00,8253.00,4414.00,2397.00,40.3,32.7,17.5,9.5,9900.00,13601.00,9951.00,5692.00,25.3,34.7,25.4,14.5,9260.00,23398.00,22915.00,13695.00,13.4,33.8,33.1,19.8
13219,GA,Oconee County,3,2,3,2,2534.00,982.00,292.00,380.00,60.5,23.4,7,9.1,2829.00,1863.00,896.00,1500.00,39.9,26.3,12.6,21.2,2516.00,2991.00,2352.00,3122.00,22.9,27.2,21.4,28.4,2192.00,3850.00,3875.00,6553.00,13.3,23.4,23.5,39.8,1364.00,4820.00,5708.00,13063.00,5.5,19.3,22.9,52.3
13221,GA,Oglethorpe County,3,2,3,2,3255.00,517.00,158.00,133.00,80.1,12.7,3.9,3.3,2932.00,1334.00,359.00,484.00,57.4,26.1,7,9.5,2385.00,2290.00,768.00,802.00,38.2,36.7,12.3,12.8,2355.00,3158.00,1605.00,1318.00,27.9,37.4,19,15.6,2125.00,4077.00,2496.00,1790.00,20.3,38.9,23.8,17.1
13223,GA,Paulding County,1,1,1,1,7133.00,1624.00,224.00,191.00,77.8,17.7,2.4,2.1,8529.00,4380.00,1082.00,628.00,58.3,30,7.4,4.3,8967.00,9725.00,4397.00,1900.00,35.9,38.9,17.6,7.6,9685.00,19702.00,13367.00,7668.00,19.2,39.1,26.5,15.2,10991.00,34001.00,34988.00,23413.00,10.6,32.9,33.8,22.6
13225,GA,Peach County,6,5,3,2,4536.00,1179.00,709.00,793.00,62.9,16.3,9.8,11,4931.00,2512.00,1179.00,1445.00,49,25,11.7,14.4,3967.00,3793.00,2608.00,1855.00,32.5,31,21.3,15.2,3741.00,4667.00,3291.00,2356.00,26.6,33.2,23.4,16.8,3006.00,5270.00,5763.00,3631.00,17,29.8,32.6,20.5
13227,GA,Pickens County,1,1,1,1,4235.00,617.00,236.00,164.00,80.6,11.7,4.5,3.1,4368.00,1591.00,591.00,483.00,62.1,22.6,8.4,6.9,4049.00,3182.00,1297.00,839.00,43.2,34,13.8,9,4728.00,5259.00,3402.00,2479.00,29.8,33.1,21.4,15.6,3351.00,7192.00,7013.00,5288.00,14.7,31.5,30.7,23.1
13229,GA,Pierce County,6,5,6,5,3486.00,975.00,262.00,177.00,71.1,19.9,5.3,3.6,3565.00,2037.00,608.00,457.00,53.5,30.6,9.1,6.9,3303.00,3233.00,1209.00,521.00,40,39.1,14.6,6.3,3062.00,4174.00,1875.00,1020.00,30.2,41.2,18.5,10.1,2153.00,5543.00,3638.00,1628.00,16.6,42.8,28.1,12.6
13231,GA,Pike County,1,1,1,1,3002.00,516.00,195.00,157.00,77.6,13.3,5,4.1,2771.00,1503.00,492.00,454.00,53.1,28.8,9.4,8.7,2279.00,2518.00,1093.00,601.00,35.1,38.8,16.8,9.3,2183.00,3539.00,1874.00,1237.00,24.7,40.1,21.2,14,1477.00,5214.00,3656.00,2131.00,11.8,41.8,29.3,17.1
13233,GA,Polk County,6,3,4,3,12004.00,3122.00,688.00,549.00,73.4,19.1,4.2,3.4,11543.00,5033.00,1485.00,1091.00,60.3,26.3,7.8,5.7,10318.00,6697.00,2948.00,1448.00,48.2,31.3,13.8,6.8,9070.00,8672.00,4985.00,1976.00,36.7,35.1,20.2,8,5838.00,10416.00,7472.00,3773.00,21.2,37.9,27.2,13.7
13235,GA,Pulaski County,6,6,3,2,3144.00,694.00,302.00,306.00,70.7,15.6,6.8,6.9,2811.00,1272.00,659.00,445.00,54.2,24.5,12.7,8.6,2041.00,1687.00,896.00,555.00,39.4,32.6,17.3,10.7,1717.00,2330.00,1567.00,831.00,26.6,36.2,24.3,12.9,1581.00,3070.00,2600.00,1098.00,18.9,36.8,31.1,13.2
13237,GA,Putnam County,6,4,6,4,2691.00,901.00,255.00,312.00,64.7,21.7,6.1,7.5,3218.00,1679.00,546.00,552.00,53.7,28,9.1,9.2,3512.00,3182.00,1424.00,1071.00,38.2,34.6,15.5,11.7,3174.00,5241.00,2654.00,1862.00,24.5,40.5,20.5,14.4,1947.00,5897.00,4177.00,3666.00,12.4,37.6,26.6,23.4
13239,GA,Quitman County,9,12,9,11,871.00,181.00,32.00,21.00,78.8,16.4,2.9,1.9,861.00,294.00,99.00,88.00,64.2,21.9,7.4,6.6,719.00,394.00,207.00,104.00,50.5,27.7,14.5,7.3,749.00,604.00,311.00,109.00,42.2,34.1,17.5,6.1,620.00,622.00,389.00,124.00,35.3,35.4,22.2,7.1
13241,GA,Rabun County,9,10,7,10,3356.00,736.00,319.00,342.00,70.6,15.5,6.7,7.2,3569.00,1618.00,695.00,759.00,53.7,24.4,10.5,11.4,3017.00,2742.00,1400.00,940.00,37.3,33.9,17.3,11.6,2629.00,3737.00,2427.00,1882.00,24.6,35,22.7,17.6,1933.00,4199.00,3494.00,3069.00,15.2,33.1,27.5,24.2
13243,GA,Randolph County,6,6,6,6,3783.00,530.00,212.00,168.00,80.6,11.3,4.5,3.6,3453.00,1072.00,481.00,357.00,64.4,20,9,6.7,2423.00,1374.00,695.00,287.00,50.7,28.8,14.5,6,1798.00,1556.00,976.00,453.00,37.6,32.5,20.4,9.5,1194.00,1676.00,1334.00,482.00,25.5,35.8,28.5,10.3
13245,GA,Richmond County,2,2,2,2,39448.00,20535.00,7753.00,8245.00,51.9,27,10.2,10.9,37696.00,31274.00,14141.00,14469.00,38.6,32,14.5,14.8,33327.00,34495.00,27079.00,19789.00,29.1,30.1,23.6,17.3,27011.00,36323.00,36349.00,22909.00,22,29.6,29.7,18.7,20935.00,41418.00,41393.00,28268.00,15.9,31.4,31.4,21.4
13247,GA,Rockdale County,1,1,1,1,5991.00,2157.00,638.00,488.00,64.6,23.3,6.9,5.3,7594.00,7420.00,3142.00,2618.00,36.6,35.7,15.1,12.6,7467.00,11247.00,8713.00,6070.00,22.3,33.6,26,18.1,7880.00,13152.00,13301.00,10461.00,17.6,29.4,29.7,23.4,6640.00,18584.00,18274.00,15542.00,11.2,31.5,31,26.3
13249,GA,Schley County,8,5,8,5,1208.00,219.00,73.00,51.00,77.9,14.1,4.7,3.3,1043.00,506.00,168.00,157.00,55.7,27,9,8.4,942.00,740.00,305.00,173.00,43.6,34.3,14.1,8,709.00,949.00,381.00,325.00,30,40.1,16.1,13.7,421.00,1182.00,1337.00,452.00,12.4,34.8,39.4,13.3
13251,GA,Screven County,6,6,6,6,5349.00,594.00,349.00,329.00,80.8,9,5.3,5,4678.00,2014.00,715.00,592.00,58.5,25.2,8.9,7.4,3538.00,3221.00,1107.00,736.00,41.1,37.4,12.9,8.6,3203.00,3740.00,1753.00,989.00,33.1,38.6,18.1,10.2,1608.00,4035.00,2582.00,1497.00,16.5,41.5,26.6,15.4
13253,GA,Seminole County,6,6,6,6,2594.00,730.00,217.00,194.00,69.5,19.5,5.8,5.2,2943.00,1358.00,477.00,374.00,57.1,26.4,9.3,7.3,2665.00,1668.00,863.00,441.00,47.3,29.6,15.3,7.8,1964.00,2250.00,1375.00,525.00,32.1,36.8,22.5,8.6,841.00,2294.00,1890.00,971.00,14,38.3,31.5,16.2
13255,GA,Spalding County,1,1,1,1,14737.00,4022.00,1465.00,1293.00,68.5,18.7,6.8,6,15244.00,7064.00,2642.00,2475.00,55.6,25.8,9.6,9,13468.00,10898.00,5552.00,3733.00,40,32.4,16.5,11.1,11965.00,12885.00,7632.00,4628.00,32.2,34.7,20.6,12.5,8078.00,17735.00,10799.00,7917.00,18.1,39.8,24.3,17.8
13257,GA,Stephens County,7,8,7,8,7621.00,2461.00,647.00,646.00,67,21.6,5.7,5.7,7354.00,3035.00,1299.00,1280.00,56.7,23.4,10,9.9,5984.00,4591.00,2465.00,1973.00,39.9,30.6,16.4,13.1,4843.00,6014.00,3552.00,2362.00,28.9,35.9,21.2,14.1,3125.00,6727.00,3911.00,3664.00,17.9,38.6,22.4,21
13259,GA,Stewart County,8,7,8,6,2492.00,428.00,145.00,157.00,77.3,13.3,4.5,4.9,2098.00,660.00,262.00,252.00,64.1,20.2,8,7.7,1735.00,1146.00,406.00,285.00,48.6,32.1,11.4,8,1287.00,1295.00,588.00,325.00,36.8,37.1,16.8,9.3,1560.00,1781.00,954.00,595.00,31.9,36.4,19.5,12.2
13261,GA,Sumter County,6,5,6,5,8749.00,1900.00,1428.00,987.00,67,14.5,10.9,7.6,8410.00,3400.00,1811.00,2215.00,53.1,21.5,11.4,14,6598.00,5109.00,3225.00,2820.00,37.2,28.8,18.2,15.9,6028.00,6051.00,4092.00,3869.00,30.1,30.2,20.4,19.3,3533.00,6598.00,5430.00,3474.00,18.6,34.7,28.5,18.3
13263,GA,Talbot County,8,6,8,4,2550.00,331.00,143.00,218.00,78.7,10.2,4.4,6.7,2206.00,958.00,236.00,295.00,59.7,25.9,6.4,8,1817.00,1459.00,577.00,294.00,43.8,35.2,13.9,7.1,1552.00,1773.00,731.00,347.00,35.2,40.3,16.6,7.9,831.00,2141.00,1159.00,570.00,17.7,45.5,24.7,12.1
13265,GA,Taliaferro County,8,7,8,7,1171.00,81.00,28.00,49.00,88.1,6.1,2.1,3.7,950.00,182.00,67.00,69.00,74.9,14.4,5.3,5.4,628.00,440.00,85.00,69.00,51.4,36,7,5.6,628.00,467.00,219.00,120.00,43.8,32.6,15.3,8.4,358.00,570.00,207.00,100.00,29,46.2,16.8,8.1
13267,GA,Tattnall County,6,6,6,6,6981.00,1751.00,482.00,246.00,73.8,18.5,5.1,2.6,6059.00,3175.00,1096.00,563.00,55.6,29.1,10.1,5.2,4960.00,4406.00,1533.00,755.00,42.6,37.8,13.2,6.5,4948.00,5760.00,2821.00,1159.00,33.7,39.2,19.2,7.9,4322.00,6817.00,4387.00,2354.00,24.2,38.1,24.5,13.2
13269,GA,Taylor County,8,7,8,7,3264.00,428.00,200.00,179.00,80.2,10.5,4.9,4.4,2864.00,966.00,317.00,329.00,64,21.6,7.1,7.4,2285.00,1458.00,603.00,332.00,48.8,31.2,12.9,7.1,2038.00,2179.00,901.00,476.00,36.4,39,16.1,8.5,1217.00,2124.00,1603.00,715.00,21.5,37.5,28.3,12.6
13271,GA,Telfair County,7,9,7,11,4431.00,864.00,418.00,309.00,73.6,14.3,6.9,5.1,4035.00,1519.00,585.00,540.00,60.4,22.7,8.8,8.1,3377.00,2290.00,770.00,606.00,47.9,32.5,10.9,8.6,2881.00,3168.00,1198.00,659.00,36.4,40.1,15.2,8.3,3580.00,5695.00,1741.00,1043.00,29.7,47.2,14.4,8.6
13273,GA,Terrell County,3,2,3,2,4089.00,842.00,533.00,273.00,71.3,14.7,9.3,4.8,4096.00,1263.00,584.00,586.00,62.7,19.3,8.9,9,3115.00,1883.00,938.00,602.00,47.6,28.8,14.3,9.2,2394.00,2212.00,1415.00,720.00,35.5,32.8,21,10.7,1350.00,1939.00,2033.00,673.00,22.5,32.3,33.9,11.2
